"Cmdlet","RuleName","Message"
"Search-AzDataProtectionJobInAzGraph","Capitalization Conventions","""get-date"" doesn't follow the Capitalization Conventions."
"Search-AzDataProtectionJobInAzGraph","Incorrect ParameterType","""Search-AzDataProtectionJobInAzGraph -StartTime $starttime"" is not an expected parameter type."
"Search-AzDataProtectionJobInAzGraph","Incorrect ParameterType","""Search-AzDataProtectionJobInAzGraph -EndTime $endtime"" is not an expected parameter type."
"Search-AzDataProtectionJobInAzGraph","Invalid Cmdlet","""Search-AzDataProtectionJobInAzGraph"" is not a valid command name."
"Start-AzDataProtectionBackupInstanceRestore","Invalid Cmdlet","""Get-AzDataProtectionBackupInstance"" is not a valid command name."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Get-AzDataProtectionRecoveryPoint -BackupInstanceName $instance.Name"" is not an expected parameter type."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Initialize-AzDataProtectionRestoreRequest -RecoveryPoint $rp[0].name"" is not an expected parameter type."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Start-AzDataProtectionBackupInstanceRestore -BackupInstanceName $instance.BackupInstanceName"" is not an expected parameter type."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Get-AzDataProtectionRecoveryPoint -BackupInstanceName $instance.Name"" is not an expected parameter type."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Initialize-AzDataProtectionRestoreRequest -RecoveryPoint $rp[0].Property.RecoveryPointId"" is not an expected parameter type."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Start-AzDataProtectionBackupInstanceRestore -BackupInstanceName $instance.BackupInstanceName"" is not an expected parameter type."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Get-AzDataProtectionJob -Id $jobid"" is not an expected parameter type."
"Start-AzDataProtectionBackupInstanceRestore","UnexpectedToken","Unexpected token 'https://targetStorageAccount.blob.core.windows.net/targetContainerName""""' in expression or statement."
"Start-AzDataProtectionBackupInstanceRestore","Invalid Cmdlet","""https://targetStorageAccount.blob.core.windows.net/targetContainerName"""""" is not a valid command name."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Get-AzDataProtectionRecoveryPoint -BackupInstanceName $instance.Name"" is not an expected parameter type."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Initialize-AzDataProtectionRestoreRequest -RecoveryPoint $rp[0].Property.RecoveryPointId"" is not an expected parameter type."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Start-AzDataProtectionBackupInstanceRestore -BackupInstanceName $instance.BackupInstanceName"" is not an expected parameter type."
"Start-AzDataProtectionBackupInstanceRestore","Incorrect ParameterType","""Get-AzDataProtectionJob -Id $jobid"" is not an expected parameter type."
"Update-AzDataProtectionBackupInstanceAssociatedPolicy","Incorrect ParameterType","""Update-AzDataProtectionBackupInstanceAssociatedPolicy -BackupInstanceName $instance[0].Name"" is not an expected parameter type."
"Update-AzDataProtectionBackupInstanceAssociatedPolicy","Incorrect ParameterType","""Update-AzDataProtectionBackupInstanceAssociatedPolicy -PolicyId $policy[1].Id"" is not an expected parameter type."
"New-AzDataShare","Invalid ParameterName","""New-AzDataShare -ShareKind"" is not a valid parameter name."
"New-AzDataShareTrigger","Incorrect ParameterType","""New-AzDataShareTrigger -SynchronizationTime ""9:00"""" is not an expected parameter type."
"Remove-AzDataShareInvitation","Invalid ParameterName","""Remove-AzDataShareDataSetMapping -ShareName"" is not a valid parameter name."
"Get-AzDedicatedHsm","Invalid Cmdlet","""hsm-n7wfxi"" is not a valid command name."
"Get-AzDedicatedHsm","Incorrect ParameterType","""New-AzDedicatedHsm -NetworkInterface @{PrivateIPAddress = '10.2.1.120' }"" is not an expected parameter type."
"Get-AzDedicatedHsm","Incorrect ParameterType","""Get-AzDedicatedHsm -InputObject $hsm"" is not an expected parameter type."
"New-AzDedicatedHsm","Invalid Cmdlet","""hsm-n7wfxi"" is not a valid command name."
"New-AzDedicatedHsm","Incorrect ParameterType","""New-AzDedicatedHsm -NetworkInterface @{PrivateIPAddress = '10.2.1.120' }"" is not an expected parameter type."
"Remove-AzDedicatedHsm","Incorrect ParameterType","""Remove-AzDedicatedHsm -InputObject $hsm"" is not an expected parameter type."
"Update-AzDedicatedHsm","Invalid Cmdlet","""hsm-n7wfxi"" is not a valid command name."
"Update-AzDedicatedHsm","Invalid Cmdlet","""hsm-n7wfxi"" is not a valid command name."
"Update-AzDedicatedHsm","Unassigned Parameter","""Update-AzDedicatedHsm -InputObject"" must be assigned with a value."
"Get-AzDeploymentManagerArtifactSource","Unassigned Variable","""Get-AzDeploymentManagerArtifactSource -InputObject $artifactSourceObject is a null-valued parameter value."""
"Get-AzDeploymentManagerRollout","Unassigned Variable","""Get-AzDeploymentManagerRollout -InputObject $rolloutObject is a null-valued parameter value."""
"Get-AzDeploymentManagerService","Unassigned Variable","""Get-AzDeploymentManagerService -InputObject $serviceObject is a null-valued parameter value."""
"Get-AzDeploymentManagerServiceTopology","Unassigned Variable","""Get-AzDeploymentManagerService -InputObject $serviceTopologyObject is a null-valued parameter value."""
"Get-AzDeploymentManagerServiceUnit","Unassigned Variable","""Get-AzDeploymentManagerServiceUnit -InputObject $serviceUnitObject is a null-valued parameter value."""
"Get-AzDeploymentManagerStep","Unassigned Variable","""Get-AzDeploymentManagerStep -InputObject $stepObject is a null-valued parameter value."""
"Remove-AzDeploymentManagerArtifactSource","Unassigned Variable","""Remove-AzDeploymentManagerArtifactSource -InputObject $artifactSourceObject is a null-valued parameter value."""
"Remove-AzDeploymentManagerRollout","Unassigned Variable","""Remove-AzDeploymentManagerRollout -InputObject $rolloutObject is a null-valued parameter value."""
"Remove-AzDeploymentManagerService","Unassigned Variable","""Remove-AzDeploymentManagerService -InputObject $serviceObject is a null-valued parameter value."""
"Remove-AzDeploymentManagerServiceTopology","Unassigned Variable","""Remove-AzDeploymentManagerService -InputObject $serviceTopologyObject is a null-valued parameter value."""
"Remove-AzDeploymentManagerServiceUnit","Unassigned Variable","""Remove-AzDeploymentManagerServiceUnit -InputObject $serviceUnitObject is a null-valued parameter value."""
"Remove-AzDeploymentManagerStep","Unassigned Variable","""Remove-AzDeploymentManagerStep -InputObject $stepObject is a null-valued parameter value."""
"Restart-AzDeploymentManagerRollout","Unassigned Variable","""Get-AzDeploymentManagerRollout -InputObject $rolloutObject is a null-valued parameter value."""
"Set-AzDeploymentManagerArtifactSource","Unassigned Variable","""Get-AzDeploymentManagerArtifactSource -InputObject $artifactSourceObject is a null-valued parameter value."""
"Set-AzDeploymentManagerService","Unassigned Variable","""Set-AzDeploymentManagerService -InputObject $serviceObject is a null-valued parameter value."""
"Set-AzDeploymentManagerServiceTopology","Unassigned Variable","""Set-AzDeploymentManagerService -InputObject $serviceTopologyObject is a null-valued parameter value."""
"Set-AzDeploymentManagerServiceUnit","Unassigned Variable","""Set-AzDeploymentManagerServiceUnit -InputObject $serviceUnitObject is a null-valued parameter value."""
"Set-AzDeploymentManagerStep","Unassigned Variable","""Set-AzDeploymentManagerStep -InputObject $stepObject is a null-valued parameter value."""
"Stop-AzDeploymentManagerRollout","Invalid ParameterName","""Stop-AzDeploymentManagerRollout -SkipSucceeded"" is not a valid parameter name."
"Stop-AzDeploymentManagerRollout","Unassigned Variable","""Get-AzDeploymentManagerRollout -InputObject $rolloutObject is a null-valued parameter value."""
"Get-AzWvdHostPool","Invalid Cmdlet","""Get-AzWvdHostPool"" is not a valid command name."
"New-AzWvdHostPool","Capitalization Conventions","""get-date"" doesn't follow the Capitalization Conventions."
"New-AzWvdHostPool","Incorrect ParameterType","""New-AzWvdHostPool -ExpirationTime $((get-date).ToUniversalTime().AddDays(1).ToString('yyyy-MM-ddTHH:mm:ss.fffffffZ'))"" is not an expected parameter type."
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -VMTemplate $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -SsoClientId $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -SsoClientSecretKeyVaultPath $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -SsoSecretType $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -SsoadfsAuthority $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -CustomRdpProperty $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -Ring $null is a null-valued parameter value."""
"New-AzWvdHostPool","Capitalization Conventions","""get-date"" doesn't follow the Capitalization Conventions."
"New-AzWvdHostPool","Incorrect ParameterType","""New-AzWvdHostPool -ExpirationTime $((get-date).ToUniversalTime().AddDays(1).ToString('yyyy-MM-ddTHH:mm:ss.fffffffZ'))"" is not an expected parameter type."
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -VMTemplate $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -SsoClientId $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -SsoClientSecretKeyVaultPath $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -SsoSecretType $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -SsoadfsAuthority $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -CustomRdpProperty $null is a null-valued parameter value."""
"New-AzWvdHostPool","Unassigned Variable","""New-AzWvdHostPool -Ring $null is a null-valued parameter value."""
"New-AzWvdMsixPackage","Invalid Cmdlet","""New-AzWvdMsixPackage"" is not a valid command name."
"New-AzWvdMsixPackage","Invalid Cmdlet","""-SubscriptionId"" is not a valid command name."
"New-AzWvdMsixPackage","Invalid Cmdlet","""-DisplayName"" is not a valid command name."
"New-AzWvdMsixPackage","Invalid Cmdlet","""-IsActive:"" is not a valid command name."
"New-AzWvdRegistrationInfo","Capitalization Conventions","""get-date"" doesn't follow the Capitalization Conventions."
"New-AzWvdScalingPlan","MissingEndParenthesisInSubexpression","Missing closing ')' in subexpression."
"New-AzWvdScalingPlan","Incorrect ParameterType","""New-AzWvdScalingPlan -Schedule @(

                @{
                    'name'                           = 'Work Week';
                    'daysOfWeek'                     = @('Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday');
                    'rampUpStartTime'                = '1900-01-01T06:00:00Z';
                    'rampUpLoadBalancingAlgorithm'   = 'BreadthFirst';
                    'rampUpMinimumHostsPct'          = 20;
                    'rampUpCapacityThresholdPct'     = 20;
                    'peakStartTime'                  = '1900-01-01T08:00:00Z';
                    'peakLoadBalancingAlgorithm'     = 'DepthFirst';
                    'RampDownStartTime'              = '1900-01-01T18:00:00Z';
                    'rampDownLoadBalancingAlgorithm' = 'BreadthFirst';
                    'rampDownMinimumHostsPct'        = 20;
                    'rampDownCapacityThresholdPct'   = 20;
                    'rampDownForceLogoffUser'        = $true;
                    'rampDownWaitTimeMinute'         = 30;
                    'rampDownNotificationMessage'    = 'Log out now, please.';
                    'rampDownStopHostsWhen'          = 'ZeroSessions';
                    'offPeakStartTime'               = '1900-01-01T20:00:00Z';
                    'offPeakLoadBalancingAlgorithm'  = 'DepthFirst';
                }

                @{
                    'hostPoolArmPath' = '/subscriptions/SubscriptionId/resourceGroups/ResourceGroupName/providers/Microsoft.DesktopVirtualization/hostPools/HostPoolName';
                    'scalingPlanEnabled' = $false;
                }"" is not an expected parameter type."
"New-AzWvdWorkspace","Unassigned Variable","""New-AzWvdWorkspace -ApplicationGroupReference $null is a null-valued parameter value."""
"Remove-AzWvdApplication","Invalid Cmdlet","""Remove-AzWvdApplication"" is not a valid command name."
"Remove-AzWvdMsixPackage","Invalid Cmdlet","""Remove-AzWvdMsixPackage"" is not a valid command name."
"Update-AzWvdDesktop","Invalid ParameterName","""Update-AzWvdDesktop -GroupName"" is not a valid parameter name."
"Update-AzWvdHostPool","Unassigned Variable","""Update-AzWvdHostPool -CustomRdpProperty $null is a null-valued parameter value."""
"Update-AzWvdHostPool","Unassigned Variable","""Update-AzWvdHostPool -Ring $null is a null-valued parameter value."""
"Update-AzWvdScalingPlan","MissingEndParenthesisInSubexpression","Missing closing ')' in subexpression."
"Update-AzWvdScalingPlan","Incorrect ParameterType","""Update-AzWvdScalingPlan -Schedule @(

                @{
                    'name'                           = 'Work Week';
                    'daysOfWeek'                     = @('Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday');
                    'rampUpStartTime'                = '1900-01-01T06:00:00Z';
                    'rampUpLoadBalancingAlgorithm'   = 'BreadthFirst';
                    'rampUpMinimumHostsPct'          = 20;
                    'rampUpCapacityThresholdPct'     = 20;
                    'peakStartTime'                  = '1900-01-01T08:00:00Z';
                    'peakLoadBalancingAlgorithm'     = 'DepthFirst';
                    'RampDownStartTime'              = '1900-01-01T18:00:00Z';
                    'rampDownLoadBalancingAlgorithm' = 'BreadthFirst';
                    'rampDownMinimumHostsPct'        = 20;
                    'rampDownCapacityThresholdPct'   = 20;
                    'rampDownForceLogoffUser'        = $true;
                    'rampDownWaitTimeMinute'         = 30;
                    'rampDownNotificationMessage'    = 'Log out now, please.';
                    'rampDownStopHostsWhen'          = 'ZeroSessions';
                    'offPeakStartTime'               = '1900-01-01T20:00:00Z';
                    'offPeakLoadBalancingAlgorithm'  = 'DepthFirst';
                }

                @{
                    'hostPoolArmPath' = '/subscriptions/SubscriptionId/resourceGroups/ResourceGroupName/providers/Microsoft.DesktopVirtualization/hostPools/HostPoolName1';
                    'scalingPlanEnabled' = $false;
                },

                @{
                    'hostPoolArmPath' = '/subscriptions/SubscriptionId/resourceGroups/ResourceGroupName/providers/Microsoft.DesktopVirtualization/hostPools/HostPoolName2';
                    'scalingPlanEnabled' = $false;
                }"" is not an expected parameter type."
"Add-AzIoTDeviceProvisioningServiceAccessPolicy","Alias","""Add-AzIoTDpsAccessPolicy"" is an alias of ""Add-AzIoTDeviceProvisioningServiceAccessPolicy""."
"Add-AzIoTDeviceProvisioningServiceCertificate","Alias","""Add-AzIoTDpsCertificate"" is an alias of ""Add-AzIoTDeviceProvisioningServiceCertificate""."
